Date,normalized_returns,vol_5,vol_10,vol_20,market_vola,regime_state
2020-05-14,0.005044504905133003,0.006674117115372147,-0.38475748832722595,0.31192173170987203,1.9608599611106292,0
2020-05-15,-0.007009422571063414,-0.45173838540679995,-0.5971009444613352,0.2619397175606335,1.842161853165631,0
2020-05-18,0.022207955938128604,-0.11336054642703705,-0.4639511141929961,0.1715772929866923,1.4151790802903061,0
2020-05-19,-0.006874945264583045,-0.21955765351580592,-0.4187946446872131,-0.16588661067980268,1.6179549098823214,0
2020-05-20,0.01818152446959568,-0.265718515223168,-0.3275811603564127,-0.24772168434479616,1.1992149214178127,0
2020-05-21,-0.008563447513606024,-0.07978369010595414,-0.25063565586071707,-0.22159305780013946,1.4530967061294413,0
2020-05-22,0.005337879181317098,-0.22021566461459918,-0.4689300956512542,-0.3573029642391318,1.227240828633485,0
2020-05-26,-0.00787610321105756,-0.5040435358783719,-0.5437353135677372,-0.3181024837496636,1.2025121609589668,0
2020-05-27,0.003267537732226357,-0.5794589900465124,-0.6431233931266886,-0.46925810129249124,1.138217562116806,0
2020-05-28,-0.0006397995893264965,-1.128136409610758,-0.7922976193416097,-0.6836648437478103,1.2981299065579546,0
2020-05-29,-0.002054399170157457,-1.2707238642575662,-0.7876181844300166,-0.7642690939870982,1.1200830590825268,0
2020-06-01,0.011142876793084552,-1.0446186516983695,-0.7991121862389512,-0.9061133962393512,1.2387808525854556,0
2020-06-02,0.003538939911594055,-1.2696048803824176,-1.1123176743581742,-0.9355257303037242,1.0096280499904144,0
2020-06-03,0.00441013743371228,-1.2652092108117403,-1.1830728660349585,-0.9752184652024944,0.8150953192512849,0
2020-06-04,-0.009729412018173938,-0.9539433331492835,-1.354966000631875,-0.9267569980984499,0.839823986925803,0
2020-06-05,0.027003016662918846,-0.29953142814434613,-0.8660955806740516,-0.7301355225133128,0.6271570675944638,0
2020-06-08,0.004815393174264517,-0.3182856763688487,-0.8674126659950253,-0.865057158382218,0.839823986925803,0
2020-06-09,0.030009934296060255,0.10331303533955077,-0.5660018617447953,-0.6539018536483708,1.1299744632639201,0
2020-06-10,0.024322084320537594,0.14040945344018418,-0.42428029564598946,-0.6139522515463325,1.1299744632639201,0
2020-06-11,-0.05028122780265811,2.0815002450825504,0.9474649320178204,0.1330655309365062,3.3094001181199193,0
2020-06-12,0.007516668971533603,1.8704315179838007,0.9340475490915342,0.1365677648683213,2.5345664347045553,0
2020-06-15,0.01121144424726034,1.8946047769390544,0.9343226654476402,0.12062748500970555,2.255956296760478,0
2020-06-16,0.025077049528054254,1.7865547726091402,1.048770851587544,0.14752057053239226,2.135609254602833,0
2020-06-17,-0.002472280286380431,1.522502842041912,1.0763482491948495,0.1276348374762766,2.1026381169595685,0
2020-06-18,-0.000681964935179124,-0.5748587454508761,1.0023881101208185,0.08575176052571311,2.0152628413293274,0
2020-06-19,-0.006810789457455045,-0.35159974279177014,0.9078954068043054,0.07574050193486336,2.374653775821337,0
2020-06-22,0.024747585901755985,-0.03458513966609305,1.0354227901511917,0.17729279420290742,1.8223790448028443,0
2020-06-23,0.020040279498657082,-0.18381754232606495,0.9062677419297699,0.1847715972174564,1.7564358261901063,0
2020-06-24,-0.018889686393334427,0.2887590654216055,0.9178117786207439,0.32456719866004763,2.163635476260575,0
2020-06-25,0.012108266728809025,0.30413558155887843,-0.2964479823043148,0.326326422293535,1.8965653622684682,0
2020-06-26,-0.03228746461509876,1.1004852511320717,0.36105698288179255,0.6188625699168722,2.3103591769791763,0
2020-06-29,0.021705122195851523,1.0200527467080807,0.46908301760463506,0.6710401110968137,1.8240276645734215,0
2020-06-30,0.0072333056705190255,0.7904060086221582,0.2817597762348139,0.6718393660228676,1.6014690266186196,0
2020-07-01,-0.0029732685138712956,0.5634589018471161,0.28395903827054697,0.6841105287079945,1.303075765869686,0
2020-07-02,-0.0010798775530955998,0.4546180848484591,0.2850672503876701,0.6477580261866162,1.1481089662981994,0
2020-07-06,0.02531869025243792,-0.3499463055831735,0.4250097282366637,0.6329490497003107,1.1909721370069966,0
2020-07-07,-0.004187242909130221,-0.4289559463877379,0.27806149835602667,0.6493543980851924,1.4366108228657395,0
2020-07-08,0.021943050047117964,-0.16238070868579416,0.30736932714593185,0.5761279471116817,1.2140521849109374,0
2020-07-09,0.0032111038162087255,-0.26970601319315485,0.07720351170360655,0.4836200397336815,1.408584915650067,0
2020-07-10,0.00066811354515621,-0.30568005769832257,0.057490561172229115,-0.24280900253980486,1.0838143674560383,0
2020-07-13,-0.005704236066758946,-0.5689574647590114,-0.6462050490573868,-0.2108932920140728,1.8916191885146674,0
2020-07-14,0.015333221965432749,-0.5466147709424525,-0.7521794702935268,-0.19211314510962205,1.4514480863588641,0
2020-07-15,0.005773997024281352,-0.9671345161403816,-0.7534118403923007,-0.30928466228451273,1.1612976100207468,0
2020-07-16,-0.01346109224332809,-0.5827010760412656,-0.5650586993471074,-0.2354629158252998,1.20086354118839,0
2020-07-17,-0.0031021157008217087,-0.568995125398921,-0.5479254642936718,-0.2281248740801947,0.8183925587924391,0
2020-07-20,0.01977487168068577,-0.2814091114110467,-0.6786592639813755,-0.19371244949843044,0.6172653489710009,0
2020-07-21,-0.014977596519722143,-0.17577734529627576,-0.4989615722336144,-0.21718315236667782,0.6799116424846543,0
2020-07-22,0.0017254592567438412,-0.22058680204692538,-0.7601163370079826,-0.30529530666605914,0.59418530106706,0
2020-07-23,-0.04766475164823608,1.0741394207027473,0.3380176858433726,0.2106191880223374,0.8843357774051772,1
