Date,normalized_returns,vol_5,vol_10,vol_20,market_vola,regime_layer0
2020-05-19,-0.00776081738143241,-0.40309964963316086,-0.537064584440457,0.4922571349474909,1.6575127408455286,1
2020-05-20,0.01296081466682379,-0.8362684864960068,-0.48113983711438435,0.27915798022655924,1.231472934209436,1
2020-05-21,-0.012898314999508319,-0.37390615024985946,-0.37906183162966695,0.278331154746331,1.4897805939665028,1
2020-05-22,-0.0003783636571397806,-0.5726526864956915,-0.40236592688783007,0.21525218555260153,1.2599874119758177,1
2020-05-26,-0.011442323405410277,-0.6038918615349032,-0.45148640225304354,0.2566191701154141,1.2348276539287,1
2020-05-27,0.0005063809845654029,-0.6177830629159118,-0.7934768785316426,0.030778991210837325,1.1694122190214578,1
2020-05-28,-0.0030722124246077803,-1.1592754364531475,-1.003792207410863,-0.5487716118867982,1.3321122863215877,1
2020-05-29,0.009332424560694006,-1.008171652738288,-0.9425762378657385,-0.5476665632479603,1.150961580489187,1
2020-06-01,-0.0031091412303973403,-1.0027663808243459,-1.1057310981819468,-0.860023739293224,1.2717286110695605,1
2020-06-02,0.010498167485018318,-1.113570911812418,-1.0693164867374645,-1.04137182045265,1.0385810292832924,1
2020-06-03,0.001616032473225332,-1.123749580164076,-1.1253587465527317,-1.0803198139492276,0.840657044778253,1
2020-06-04,-0.014065383483368303,-0.6751600834820142,-1.1473422289320792,-1.0246200987505014,0.8658168028253707,1
2020-06-05,0.022314062717967702,-0.1951750376161176,-0.8083897263406306,-0.8118664147392991,0.6494424997117415,1
2020-06-08,0.005363082387719611,-0.25916276327898485,-0.7990722697068795,-0.8105670576031527,0.8658168028253707,1
2020-06-09,0.006801629693064591,-0.2942724196266277,-0.956983605788764,-0.8352175410096826,1.1610254197232979,1
2020-06-10,0.0356056432358185,0.4501796096873307,-0.2932413805463173,-0.6253886134342438,1.1610254197232979,1
2020-06-11,-0.05600834435414916,2.5573666521229983,1.3681832533264595,0.3674587142556558,3.3784446062151754,1
2020-06-12,0.007046298388605304,2.365871416245085,1.3574469563068474,0.37549393466667075,2.5901033879142816,1
2020-06-15,0.005557082687904716,2.3669259372342,1.3523053834370768,0.3369195070959935,2.3066362900337785,1
2020-06-16,0.02339530354946557,2.5783623512773906,1.4800295477668355,0.4571886475667571,2.184191259746411,1
2020-06-17,0.002640850722253619,1.9550579582504002,1.4788122878700392,0.43204214679252545,2.1506453422484952,1
2020-06-18,0.009837006239538822,-0.9276580133663586,1.3560484428121513,0.41603102744210085,2.0617468693064054,1
2020-06-19,-0.006792099117185195,-0.5463300310061867,1.2928543329513713,0.37559441567777335,2.4274030006904708,1
2020-06-22,0.026580466758551784,-0.16572804040249864,1.4701596446257137,0.5245090184190517,1.865500564584679,1
2020-06-23,0.005844214335187019,-0.39155341742523403,1.469547919174575,0.4606967176451196,1.7984077698178047,1
2020-06-24,-0.021177745988216163,0.3452640975873041,1.2770389052401458,0.625064311179001,2.2127060574364736,1
2020-06-25,0.011742687196057252,0.37156191236679087,-0.3334721442685023,0.6293230987215521,1.9409801586497129,1
2020-06-26,-0.021033423236438028,0.7396838021032943,0.06693494817014879,0.7719896757959487,2.3619875657832283,1
2020-06-29,0.00987539422821394,0.18340015082092417,0.08496502874290823,0.7747463388014253,1.867177924444311,1
2020-06-30,0.024413964012217106,0.7016841963323595,0.1066819823383379,0.8695004476725687,1.6407394621728897,1
2020-07-01,0.005015952166808014,0.18521188305214795,0.10544804896549391,0.8682647731518602,1.3371443659004836,1
2020-07-02,0.006777339650588613,0.14901115130917172,0.09216311520536206,0.7830125119285543,1.1794760582555688,1
2020-07-06,0.020483325152995918,-0.8575275027745256,0.13184995079598802,0.7681802236343899,1.2230864548349571,1
2020-07-07,-0.012510369636658499,-0.08831759930608483,0.041397704305007894,0.8409097783722987,1.4730073152938639,1
2020-07-08,0.02094020842482866,-0.20038270975630315,0.19784223838032625,0.9049192124367936,1.2465688530224428,1
2020-07-09,0.006161928057296103,-0.20756644792248122,-0.21132861648207737,0.660154903392698,1.4444928375274824,1
2020-07-10,-0.0038519266084888486,-0.0668583557429026,-0.16485681599349036,-0.4275931933435433,1.1140606233483266,1
2020-07-13,-0.03219041289276998,0.6007883710940238,0.22622463339103663,0.03399211534044828,1.935947759147136,1
2020-07-14,0.005348182495277016,0.569548625722139,0.21070794958532205,0.03381510555439731,1.4881032341068707,1
2020-07-15,-0.0023035729828626153,0.04595228539919033,-0.02994738669303251,-0.08118515444068898,1.1928946172089434,1
2020-07-16,-0.020817065739181694,0.004558821644456098,0.19406607695319436,0.08408688792851582,1.233150294069068,1
2020-07-17,-0.005927739435484246,-0.022157050050844083,0.164098623570499,0.07707165304354699,0.844011764497517,1
2020-07-20,0.041268717537340786,1.0131545019790822,0.7954547366384721,0.4945070720833812,0.6393783405539496,1
2020-07-21,-0.014374607598237877,1.174919664202977,0.8159424526708552,0.40767936837117097,0.7031167355252408,1
2020-07-22,0.013454349831353027,1.2657500437712044,0.6990639028247447,0.4422134927824484,0.6158959423664639,1
2020-07-23,-0.04528345102864068,2.1819056878535186,1.3409350172047199,0.8664120669787623,0.9111045592643912,1
2020-07-24,-0.006955490813936235,2.186184043024152,1.3381713468951226,0.843569043152396,0.8708488824042666,1
2020-07-27,0.01177370451719246,1.1082783767045716,1.1529192721498542,0.7644425705549889,0.686343456852602,1
2020-07-28,-0.009832263533915229,1.0819479630227387,1.1424328282983869,0.7698636367098146,0.8037560876373925,1
2020-07-29,0.00923283586256915,0.9700389144894787,1.2022198689271715,0.637832730391713,0.5789949852256033,1
