,VS0_0,VS0_1,VS0_2,VS0_3
VS0_0,0.9782230066892091,0.0011380664566549542,0.017611724618907768,0.0030272022352280698
VS0_1,4.4681344903030565e-08,0.11694638503504354,0.8829954664332149,5.8103850396765216e-05
VS0_2,0.008709785999118147,0.8121123145135787,0.14775506747778536,0.031422832009517794
VS0_3,0.026543155893733607,0.028785116405518476,6.44320463738411e-05,0.944607295654374
