,VS0_0,VS0_1,VS0_2,VS0_3
VS0_0,0.9614010508983372,0.0,0.027073463162084952,0.011525485939578022
VS0_1,0.0,0.9758206187812646,0.01830015428667805,0.005879226932057422
VS0_2,0.008067274985724732,9.71527461614934e-203,0.9555405472502347,0.03639217776404048
VS0_3,0.03406426815305648,0.022395845648023927,0.012404954764214032,0.9311349314347055
