,VS0_0,VS0_1,VS0_2,VS0_3
VS0_0,0.9614010508983343,0.0,0.027073463162077174,0.011525485939588546
VS0_1,0.0,0.9758206187812748,0.01830015428666629,0.005879226932058807
VS0_2,0.008067274985721252,9.715274616242031e-203,0.9555405472502285,0.0363921777640502
VS0_3,0.034064268153023575,0.02239584564803184,0.012404954764225696,0.9311349314347189
