Date,normalized_returns,vol_5,vol_10,vol_20,market_vola,top_level_state,sub_level_state
2020-05-19,-0.006933653034266548,-0.21683426668109487,-0.4163328609643865,-0.16504432073828634,1.6575127408455286,3,1
2020-05-20,0.018123016951157467,-0.26301277817669455,-0.32513189274808324,-0.24678279415713553,1.231472934209436,3,1
2020-05-21,-0.008622154110944124,-0.07701723122676286,-0.24819567092975311,-0.220684851962691,1.4897805939665028,3,1
2020-05-22,0.0052794688107762975,-0.2174951978200709,-0.466458038919045,-0.35622841537051125,1.2599874119758177,3,1
2020-05-26,-0.007935007156841164,-0.5014044090413661,-0.5412475954626704,-0.3170733725380955,1.2348276539287,3,1
2020-05-27,0.003209029508330088,-0.5768438992439114,-0.6406168960397751,-0.46804987500466755,1.1694122190214578,3,1
2020-05-28,-0.0006984071900222353,-1.1256927908879248,-0.7897726946985116,-0.6821939908420228,1.3321122863215877,3,1
2020-05-29,-0.0021132041383118286,-1.2683228755816487,-0.7850939280691283,-0.7627024864171851,1.150961580489187,3,1
2020-06-01,0.011084857239029359,-1.0421292668613023,-0.7965801056447006,-0.9043708043211388,1.2717286110695605,3,1
2020-06-02,0.0034801369866589,-1.2671941009890588,-1.1097361254769318,-0.9337495482727457,1.0385810292832924,3,1
2020-06-03,0.0043513363863589595,-1.2627988880828407,-1.1804825316461907,-0.9733926779182881,0.840657044778253,3,1
2020-06-04,-0.009787923226029872,-0.951448304802856,-1.3523535751785665,-0.9249918488800499,0.8658168028253707,3,1
2020-06-05,0.02694431443864031,-0.29684410710307296,-0.8635643831599324,-0.7286091053276421,0.6494424997117415,3,1
2020-06-08,0.004756504013240043,-0.3156097426629184,-0.8648824669188123,-0.8633682850687913,0.8658168028253707,3,1
2020-06-09,0.029951247018806363,0.10612535315798315,-0.5635212161227708,-0.6524684678770062,1.1610254197232979,3,1
2020-06-10,0.024263843546922553,0.1432395237253063,-0.421811991843238,-0.6125597069563714,1.1610254197232979,3,1
2020-06-11,-0.050339373221686336,2.0849256322346466,0.9497185813075868,0.13354111789479245,3.3784446062151754,1,2
2020-06-12,0.0074576879623686025,1.8737904667802576,0.9363011870946041,0.13703820981912243,2.5901033879142816,1,2
2020-06-15,0.011152653779554173,1.8979703898361626,0.9365731828407393,0.12111596881671906,2.3066362900337785,1,2
2020-06-16,0.025018713759397487,1.7898930627893355,1.0510090776207626,0.14797944757725276,2.184191259746411,1,2
2020-06-17,-0.0025312445097702783,1.5257494039693047,1.078584524292289,0.12811831580724978,2.1506453422484952,1,2
2020-06-18,-0.0007402159113058043,-0.572246158545708,1.004633840574045,0.08628406302212482,2.0617468693064054,1,2
2020-06-19,-0.006869306936515799,-0.3489203657722115,0.910155145733385,0.07628375378114512,2.4274030006904708,1,2
2020-06-22,0.02468879895233122,-0.03181173846943127,1.037662109190537,0.17771203445724684,1.865500564584679,1,2
2020-06-23,0.019981415231616992,-0.18110813118385627,0.9085237859260847,0.18517821733740783,1.7984077698178047,1,2
2020-06-24,-0.01894812449251759,0.2916107740126744,0.9200586718640615,0.3248041328347873,2.2127060574364736,1,2
2020-06-25,0.012049660225607349,0.30699555524439454,-0.2940141014506393,0.3265612446526066,1.9409801586497129,1,2
2020-06-26,-0.03234607498334023,1.1036040807040621,0.363399682829853,0.6187456381423958,2.3619875657832283,1,2
2020-06-29,0.021646603213213725,1.0231528020955571,0.47141297715739555,0.6708595428495502,1.867177924444311,1,2
2020-06-30,0.007174354239834162,0.793435471821461,0.28410964780608006,0.6716574248076734,1.6407394621728897,1,2
2020-07-01,-0.003031618480837839,0.5664193089406517,0.28630592788246045,0.6839129761740159,1.3371443659004836,1,2
2020-07-02,-0.0011384851971564356,0.45754371435154373,0.28741492144539577,0.6476046988336972,1.1794760582555688,1,2
2020-07-06,0.025260252584002975,-0.34727233715075095,0.42734225767742007,0.6328158048255585,1.2230864548349571,1,2
2020-07-07,-0.004246018546398465,-0.42630478824855494,0.2804185273057255,0.6492021207104065,1.4730073152938639,1,2
2020-07-08,0.02188444431778363,-0.15964526929772013,0.3097259966902118,0.5760645787469068,1.2465688530224428,1,2
2020-07-09,0.0031525783845323912,-0.2669995100451544,0.07959602343149168,0.4836646027352308,1.4444928375274824,1,2
2020-07-10,0.0006092607488682475,-0.30298013174669997,0.05988672417381122,-0.241878261102555,1.1140606233483266,3,1
2020-07-13,-0.005762270173988006,-0.566364611691329,-0.6437164024314213,-0.21000402173874205,1.935947759147136,3,1
2020-07-14,0.015274447456173873,-0.5440256876562375,-0.7496797997041151,-0.19124682016089356,1.4881032341068707,3,1
2020-07-15,0.005715468485041435,-0.9646849222285709,-0.7509112952896979,-0.3082804665758528,1.1928946172089434,3,1
2020-07-16,-0.013520021718951707,-0.5801072099704607,-0.5625734944615508,-0.23454548383299262,1.233150294069068,3,1
2020-07-17,-0.0031608862527335246,-0.566395194593554,-0.5454411748232438,-0.2272148263909855,0.844011764497517,3,1
2020-07-20,0.019716587844112843,-0.27869361106092255,-0.6761540715504069,-0.1928403041883247,0.6393783405539496,3,1
2020-07-21,-0.015036122240941637,-0.17302934226833666,-0.49648594029314924,-0.21628148867321928,0.7031167355252408,3,1
2020-07-22,0.0016667705787400309,-0.21785442074400094,-0.7576023663914488,-0.3042847530328254,0.6158959423664639,3,1
2020-07-23,-0.04772327102575358,1.077268447301564,0.34037061226209214,0.21100764904479186,0.9111045592643912,3,1
2020-07-24,-0.003618977380504495,1.0742706247064375,0.3300491586402238,0.179634948797012,0.8708488824042666,3,1
